 TIME                    	Power                    	Power                    	
  +1.6149999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.6199999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.6250000000000000E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.6300000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.6350000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.6399999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.6449999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.6500000000000000E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.6550000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.6600000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.6649999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.6699999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.6750000000000000E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.6800000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.6850000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.6899999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.6949999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.7000000000000000E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.7050000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.7100000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.7149999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.7199999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.7250000000000000E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.7300000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.7350000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.7399999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.7449999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.7500000000000000E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.7550000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.7600000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.7649999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.7699999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.7750000000000000E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.7800000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.7850000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.7899999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.7949999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.8000000000000000E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.8050000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.8100000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.8149999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.8199999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.8250000000000000E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.8300000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.8350000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.8399999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.8449999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.8500000000000000E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.8550000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.8600000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.8649999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.8699999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.8750000000000000E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.8800000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.8850000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.8899999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.8949999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.9000000000000000E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.9050000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.9100000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.9149999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.9199999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.9250000000000000E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.9300000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.9350000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.9399999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.9449999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.9500000000000000E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.9550000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.9600000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.9649999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.9699999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.9750000000000000E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.9800000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.9850000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.9899999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +1.9949999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.0000000000000000E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.0050000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.0100000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.0149999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.0199999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.0250000000000000E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.0300000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.0350000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.0399999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.0449999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.0500000000000000E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.0550000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.0600000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.0649999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.0699999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.0750000000000000E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.0800000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.0850000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.0899999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.0949999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.1000000000000000E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.1050000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.1100000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.1149999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.1199999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.1250000000000000E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.1300000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.1350000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.1399999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.1449999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.1500000000000000E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.1550000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.1600000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.1649999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.1699999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.1750000000000000E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.1800000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.1850000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.1899999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.1949999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.2000000000000000E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.2050000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.2100000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.2149999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.2199999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.2250000000000000E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.2300000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.2350000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.2399999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.2449999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.2500000000000000E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.2550000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.2600000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.2649999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.2699999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.2750000000000000E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.2800000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.2850000000000001E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.2899999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.2949999999999999E+01	  +3.0000000000000000E+01	  +1.0000000000000000E+02	
  +2.3000000000000000E+01	  +3.0000000000000000E+01	  +5.0000000000000000E+01	
  +2.3050000000000001E+01	  +3.0000000000000000E+01	  +5.0000000000000000E+01	
  +2.3100000000000001E+01	  +3.0000000000000000E+01	  +5.0000000000000000E+01	
  +2.3149999999999999E+01	  +3.0000000000000000E+01	  +5.0000000000000000E+01	
  +2.3199999999999999E+01	  +3.0000000000000000E+01	  +5.0000000000000000E+01	
  +2.3250000000000000E+01	  +3.0000000000000000E+01	  +5.0000000000000000E+01	
  +2.3300000000000001E+01	  +3.0000000000000000E+01	  +5.0000000000000000E+01	
  +2.3350000000000001E+01	  +3.0000000000000000E+01	  +5.0000000000000000E+01	
  +2.3399999999999999E+01	  +3.0000000000000000E+01	  +5.0000000000000000E+01	
  +2.3449999999999999E+01	  +3.0000000000000000E+01	  +5.0000000000000000E+01	
  +2.3500000000000000E+01	  +3.0000000000000000E+01	  +5.0000000000000000E+01	
  +2.3550000000000001E+01	  +3.0000000000000000E+01	  +5.0000000000000000E+01	
  +2.3600000000000001E+01	  +3.0000000000000000E+01	  +5.0000000000000000E+01	
  +2.3649999999999999E+01	  +3.0000000000000000E+01	  +5.0000000000000000E+01	
  +2.3699999999999999E+01	  +3.0000000000000000E+01	  +5.0000000000000000E+01	
  +2.3750000000000000E+01	  +3.0000000000000000E+01	  +5.0000000000000000E+01	
  +2.3800000000000001E+01	  +3.0000000000000000E+01	  +5.0000000000000000E+01	
  +2.3850000000000001E+01	  +3.0000000000000000E+01	  +5.0000000000000000E+01	
  +2.3899999999999999E+01	  +3.0000000000000000E+01	  +5.0000000000000000E+01	
  +2.3949999999999999E+01	  +3.0000000000000000E+01	  +5.0000000000000000E+01	
  +2.4000000000000000E+01	  +3.0000000000000000E+01	  +5.0000000000000000E+01	
